"País de nacimiento Agresor","Suicidio","Convivencia","Denuncia agresor","Tramo de edad Agresor","Tramo de edad Víctima","Comunidad autónoma","Pareja - Expareja","Año","Mes","Número de mujeres víctimas mortales","Número de hijos e hijas menores huérfanos"
"Otro país","Suicidio consumado","Sí","No había denuncia","31-40 años","41-50 años","Comunitat Valenciana","Pareja","Año 2008","Agosto","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","41-50 años","21-30 años","Comunitat Valenciana","Pareja","Año 2019","Junio","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","Andalucía","Pareja","Año 2023","Septiembre","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","41-50 años","31-40 años","Comunidad de Madrid","Pareja","Año 2019","Marzo","1.0","2.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Canarias","Pareja","Año 2008","Febrero","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","41-50 años","41-50 años","Canarias","Pareja","Año 2023","Abril","1.0","2.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","51-60 años","21-30 años","Andalucía","Pareja","Año 2019","Junio","1.0","1.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","51-60 años","21-30 años","Principado de Asturias","Pareja","Año 2018","Septiembre","1.0","2.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","51-60 años","31-40 años","Comunitat Valenciana","Pareja","Año 2021","Septiembre","1.0","3.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2024","Enero","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Cataluña","Pareja","Año 2011","Diciembre","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","51-60 años","51-60 años","Comunitat Valenciana","Pareja","Año 2023","Septiembre","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","61-70 años","51-60 años","Comunitat Valenciana","Pareja","Año 2009","Octubre","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","61-70 años","61-70 años","Andalucía","Pareja en fase de separación","Año 2023","Enero","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No había denuncia","71-84 años","71-84 años","Comunitat Valenciana","Pareja","Año 2016","Octubre","1.0","0.0"
"Otro país","Suicidio consumado","Sí","Había denuncia","31-40 años","21-30 años","Cataluña","Expareja","Año 2021","Julio","1.0","1.0"
"Otro país","Suicidio consumado","Sí","Había denuncia","31-40 años","31-40 años","Comunitat Valenciana","Pareja","Año 2006","Marzo","1.0","0.0"
"Otro país","Suicidio consumado","Sí","Había denuncia","41-50 años","21-30 años","Aragón","Pareja","Año 2010","Abril","1.0","0.0"
"Otro país","Suicidio consumado","Sí","Había denuncia","41-50 años","41-50 años","Cataluña","Pareja","Año 2017","Mayo","1.0","1.0"
"Otro país","Suicidio consumado","Sí","Había denuncia","51-60 años","31-40 años","Galicia","Pareja","Año 2015","Octubre","1.0","0.0"
"Otro país","Suicidio consumado","Sí","Había denuncia","51-60 años","51-60 años","Cataluña","Pareja","Año 2014","Enero","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No consta denuncia","31-40 años","31-40 años","Comunidad Foral de Navarra","Pareja","Año 2005","Junio","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No consta denuncia","31-40 años","41-50 años","Illes Balears","Pareja","Año 2005","Agosto","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No consta denuncia","No consta","41-50 años","Andalucía","Pareja","Año 2004","Junio","1.0","0.0"
"Otro país","Suicidio consumado","Sí","No consta denuncia","No consta","51-60 años","Comunitat Valenciana","Pareja","Año 2004","Noviembre","1.0","0.0"
"Otro país","Suicidio consumado","No","No había denuncia","18-20 años","16-17 años","Cataluña","Pareja","Año 2019","Enero","1.0","0.0"
"Otro país","Suicidio consumado","No","No había denuncia","21-30 años","18-20 años","Comunidad Foral de Navarra","Pareja","Año 2008","Enero","1.0","0.0"
"Otro país","Suicidio consumado","No","No había denuncia","21-30 años","21-30 años","Andalucía","Expareja","Año 2017","Abril","1.0","0.0"
"Otro país","Suicidio consumado","No","No había denuncia","21-30 años","21-30 años","Comunidad de Madrid","Expareja","Año 2015","Julio","1.0","0.0"
"Otro país","Suicidio consumado","No","No había denuncia","21-30 años","31-40 años","Canarias","Pareja","Año 2013","Julio","1.0","2.0"
"Otro país","Suicidio consumado","No","No había denuncia","31-40 años","18-20 años","Comunidad de Madrid","Expareja","Año 2009","Diciembre","1.0","0.0"
"Otro país","Suicidio consumado","No","No había denuncia","31-40 años","31-40 años","Comunitat Valenciana","Expareja","Año 2017","Noviembre","1.0","0.0"
"Otro país","Suicidio consumado","No","No había denuncia","41-50 años","31-40 años","Andalucía","Expareja","Año 2010","Septiembre","1.0","0.0"
"Otro país","Suicidio consumado","No","No había denuncia","51-60 años","41-50 años","Cataluña","Pareja en fase de separación","Año 2015","Agosto","1.0","0.0"
"Otro país","Suicidio consumado","No","Había denuncia","31-40 años","21-30 años","Comunidad de Madrid","Pareja","Año 2020","Diciembre","1.0","2.0"
"Otro país","Suicidio consumado","No","Había denuncia","31-40 años","21-30 años","Comunidad de Madrid","Pareja en fase de separación","Año 2014","Mayo","1.0","2.0"
"Otro país","Suicidio consumado","No","Había denuncia","41-50 años","31-40 años","Comunidad de Madrid","Pareja en fase de separación","Año 2022","Marzo","1.0","4.0"
"Otro país","Suicidio consumado","No","Había denuncia","51-60 años","41-50 años","La Rioja","Expareja","Año 2008","Julio","1.0","0.0"
"Otro país","Suicidio consumado","No","No consta denuncia","21-30 años","31-40 años","Andalucía","Pareja","Año 2004","Octubre","1.0","0.0"
"Otro país","Suicidio consumado","No","No consta denuncia","51-60 años","41-50 años","Canarias","Expareja","Año 2003","Noviembre","1.0","0.0"
"Otro país","Suicidio consumado","No consta","No había denuncia","21-30 años","21-30 años","Illes Balears","Pareja","Año 2021","Junio","1.0","0.0"
"Otro país","Suicidio consumado","No consta","No había denuncia","51-60 años","51-60 años","Cataluña","Pareja","Año 2022","Abril","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","21-30 años","18-20 años","Cataluña","Pareja","Año 2009","Mayo","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","21-30 años","21-30 años","Comunidad de Madrid","Pareja","Año 2007","Noviembre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","21-30 años","21-30 años","Comunidad de Madrid","Pareja","Año 2008","Febrero","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","21-30 años","31-40 años","País Vasco","Pareja","Año 2008","Diciembre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","21-30 años","Comunitat Valenciana","Pareja","Año 2008","Noviembre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","21-30 años","Comunidad de Madrid","Pareja","Año 2010","Febrero","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","21-30 años","Comunidad de Madrid","Pareja","Año 2022","Noviembre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","21-30 años","Comunidad de Madrid","Pareja en fase de separación","Año 2010","Abril","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","21-30 años","La Rioja","Pareja en fase de separación","Año 2008","Junio","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","21-30 años","Ceuta","Pareja","Año 2009","Julio","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","31-40 años","Illes Balears","Pareja","Año 2013","Marzo","1.0","3.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","31-40 años","Canarias","Pareja","Año 2010","Mayo","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","31-40 años","Canarias","Pareja","Año 2014","Enero","1.0","1.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","41-50 años","Comunidad de Madrid","Pareja","Año 2011","Mayo","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","31-40 años","51-60 años","Comunidad de Madrid","Pareja","Año 2012","Julio","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","41-50 años","31-40 años","Castilla y León","Pareja","Año 2023","Agosto","1.0","4.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","41-50 años","31-40 años","Cataluña","Pareja","Año 2016","Septiembre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","41-50 años","31-40 años","Comunidad de Madrid","Pareja en fase de separación","Año 2012","Agosto","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","41-50 años","31-40 años","La Rioja","Pareja","Año 2023","Julio","1.0","3.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","41-50 años","41-50 años","Cataluña","Pareja","Año 2009","Agosto","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","51-60 años","31-40 años","Andalucía","Pareja","Año 2010","Octubre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","51-60 años","41-50 años","Cataluña","Pareja en fase de separación","Año 2010","Mayo","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","51-60 años","41-50 años","Comunitat Valenciana","Pareja","Año 2006","Abril","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2011","Octubre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2019","Marzo","1.0","1.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2020","Septiembre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","51-60 años","61-70 años","Comunitat Valenciana","Pareja","Año 2009","Marzo","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","61-70 años","51-60 años","Comunitat Valenciana","Pareja","Año 2019","Julio","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","61-70 años","61-70 años","Comunitat Valenciana","Pareja","Año 2023","Marzo","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","61-70 años","61-70 años","Región de Murcia","Pareja","Año 2006","Junio","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Comunitat Valenciana","Pareja","Año 2011","Octubre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No había denuncia",">=85 años","71-84 años","Comunitat Valenciana","Pareja","Año 2017","Febrero","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","Había denuncia","21-30 años","21-30 años","Cataluña","Pareja","Año 2011","Julio","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","Había denuncia","21-30 años","21-30 años","Cataluña","Pareja","Año 2012","Junio","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","Había denuncia","21-30 años","21-30 años","Comunidad de Madrid","Pareja","Año 2023","Noviembre","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","Había denuncia","41-50 años","31-40 años","Comunitat Valenciana","Pareja en fase de separación","Año 2007","Marzo","1.0","0.0"
"Otro país","Tentativa no consumada","Sí","No consta denuncia","No consta","31-40 años","Andalucía","Pareja","Año 2005","Diciembre","1.0","0.0"
"Otro país","Tentativa no consumada","No","No había denuncia","21-30 años","31-40 años","Comunidad de Madrid","Pareja","Año 2013","Mayo","1.0","0.0"
"Otro país","Tentativa no consumada","No","No había denuncia","31-40 años","21-30 años","Comunidad de Madrid","Pareja","Año 2009","Febrero","1.0","0.0"
"Otro país","Tentativa no consumada","No","No había denuncia","31-40 años","31-40 años","Comunidad de Madrid","Expareja","Año 2008","Abril","1.0","0.0"
"Otro país","Tentativa no consumada","No","No había denuncia","41-50 años","31-40 años","Castilla y León","Expareja","Año 2020","Agosto","1.0","1.0"
"Otro país","Tentativa no consumada","No","No había denuncia","61-70 años","31-40 años","Canarias","Expareja","Año 2010","Marzo","1.0","0.0"
"Otro país","Tentativa no consumada","No","Había denuncia","31-40 años","18-20 años","Comunidad de Madrid","Pareja","Año 2022","Diciembre","1.0","0.0"
"Otro país","Tentativa no consumada","No","Había denuncia","31-40 años","21-30 años","Aragón","Pareja en fase de separación","Año 2016","Julio","1.0","1.0"
"Otro país","Tentativa no consumada","No","Había denuncia","31-40 años","31-40 años","Comunidad de Madrid","Pareja","Año 2007","Febrero","1.0","0.0"
"Otro país","Tentativa no consumada","No","Había denuncia","31-40 años","31-40 años","País Vasco","Pareja en fase de separación","Año 2011","Agosto","1.0","0.0"
"Otro país","Tentativa no consumada","No","Había denuncia","61-70 años","51-60 años","Galicia","Expareja","Año 2013","Septiembre","1.0","0.0"
"Otro país","Tentativa no consumada","No","No consta denuncia","21-30 años","31-40 años","Comunidad de Madrid","Expareja","Año 2005","Julio","1.0","0.0"
"Otro país","Tentativa no consumada","No","No consta denuncia","31-40 años","<16 años","Cataluña","Pareja","Año 2004","Octubre","1.0","0.0"
"Otro país","Tentativa no consumada","No","No consta denuncia","No consta","No consta","Cataluña","Expareja","Año 2004","Septiembre","1.0","0.0"
"Otro país","Tentativa no consumada","No consta","No había denuncia","41-50 años","31-40 años","Cataluña","Pareja en fase de separación","Año 2018","Abril","1.0","2.0"
"No consta","No hubo tentativa","Sí","No había denuncia","No consta","61-70 años","Andalucía","Pareja","Año 2006","Abril","1.0","0.0"
"No consta","No hubo tentativa","Sí","No consta denuncia","21-30 años","31-40 años","Illes Balears","Pareja","Año 2004","Febrero","1.0","0.0"
"No consta","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Andalucía","Pareja","Año 2004","Julio","1.0","0.0"
"No consta","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","País Vasco","Pareja en fase de separación","Año 2004","Febrero","1.0","0.0"
"No consta","No hubo tentativa","Sí","No consta denuncia","41-50 años","31-40 años","Comunidad Foral de Navarra","Pareja","Año 2003","Abril","1.0","0.0"
"No consta","No hubo tentativa","Sí","No consta denuncia","61-70 años","61-70 años","Aragón","Pareja","Año 2005","Julio","1.0","0.0"
"No consta","No hubo tentativa","Sí","No consta denuncia","No consta","21-30 años","Andalucía","Pareja","Año 2003","Enero","1.0","0.0"
"No consta","No hubo tentativa","Sí","No consta denuncia","No consta","21-30 años","Región de Murcia","Pareja","Año 2003","Octubre","1.0","0.0"
"No consta","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Región de Murcia","Pareja","Año 2003","Junio","1.0","0.0"
"No consta","No hubo tentativa","No","No consta denuncia","21-30 años","21-30 años","Comunitat Valenciana","Expareja","Año 2005","Febrero","1.0","0.0"
